bib,age,5k_minutes,gender_F,gender_M,finish_minutes,avg_pace_to_5k
2878,29,19.13,0,1,161.2,15.68
3712,30,20.15,0,1,161.23,14.89
1044,47,19.33,0,1,161.23,15.52
730,34,18.82,0,1,161.28,15.94
1921,31,18.93,0,1,161.32,15.85
1193,39,19.1,0,1,161.35,15.71
1710,29,19.1,0,1,161.35,15.71
870,32,18.88,0,1,161.38,15.89
843,37,18.52,0,1,161.38,16.2
1473,37,18.87,0,1,161.43,15.9
393,35,19.1,0,1,161.45,15.71
2559,23,18.85,0,1,161.45,15.92
955,29,18.73,0,1,161.48,16.02
612,30,19.5,0,1,161.53,15.38
735,43,19.0,0,1,161.55,15.79
968,31,18.63,0,1,161.57,16.1
1329,25,18.93,0,1,161.57,15.85
1097,39,19.07,0,1,161.58,15.73
2066,31,19.33,0,1,161.58,15.52
1272,44,18.0,0,1,161.6,16.67
1096,27,19.33,0,1,161.6,15.52
3314,39,19.63,0,1,161.62,15.28
647,37,17.98,0,1,161.65,16.69
2248,25,18.95,0,1,161.67,15.83
454,24,18.6,0,1,161.67,16.13
1098,34,18.43,0,1,161.68,16.28
1903,44,19.2,0,1,161.68,15.62
991,24,18.42,0,1,161.68,16.29
1749,36,18.92,0,1,161.7,15.86
1596,36,19.13,0,1,161.7,15.68
1259,42,18.77,0,1,161.72,15.98
2141,26,19.65,0,1,161.72,15.27
1117,27,18.92,1,0,161.73,15.86
1413,33,19.53,0,1,161.73,15.36
695,50,18.88,0,1,161.77,15.89
1871,24,18.98,0,1,161.78,15.81
1931,33,19.5,0,1,161.78,15.38
1011,36,19.43,0,1,161.8,15.44
935,37,18.68,0,1,161.8,16.06
1443,42,18.62,0,1,161.8,16.11
710,44,18.47,0,1,161.82,16.24
1009,40,18.68,0,1,161.82,16.06
4382,30,19.98,0,1,161.83,15.02
807,24,18.23,0,1,161.83,16.46
1514,27,19.38,0,1,161.85,15.48
5476,36,19.77,0,1,161.85,15.17
1075,50,19.52,0,1,161.88,15.37
1082,31,18.9,0,1,161.88,15.87
567,39,18.27,0,1,161.9,16.42
1058,47,18.72,0,1,161.92,16.03
377,41,18.1,0,1,161.98,16.57
1287,35,18.9,1,0,162.02,15.87
1466,26,18.92,0,1,162.02,15.86
1702,30,18.82,0,1,162.02,15.94
1461,21,18.63,0,1,162.07,16.1
1214,33,18.38,0,1,162.1,16.32
1365,26,18.85,0,1,162.12,15.92
1194,26,19.0,0,1,162.12,15.79
4465,31,19.53,0,1,162.17,15.36
396,32,18.68,0,1,162.17,16.06
1086,33,18.63,0,1,162.17,16.1
882,27,18.7,0,1,162.17,16.04
3211,23,19.77,0,1,162.2,15.17
928,25,18.68,0,1,162.27,16.06
1445,26,18.72,0,1,162.28,16.03
2280,29,19.37,0,1,162.28,15.49
1331,31,19.57,0,1,162.28,15.33
2297,30,19.17,0,1,162.3,15.65
1280,33,18.92,0,1,162.32,15.86
6072,34,20.1,0,1,162.33,14.93
1073,43,19.62,0,1,162.33,15.29
2087,27,19.35,0,1,162.35,15.5
805,32,18.98,0,1,162.35,15.81
822,41,19.22,0,1,162.35,15.61
1830,41,19.32,0,1,162.37,15.53
265,34,19.25,0,1,162.37,15.58
3114,40,19.37,0,1,162.37,15.49
362,25,18.28,0,1,162.38,16.41
1435,31,18.75,0,1,162.38,16.0
519,40,17.02,0,1,162.4,17.63
1838,37,19.02,0,1,162.4,15.77
933,35,18.6,0,1,162.4,16.13
8802,41,18.13,0,1,162.42,16.55
1465,29,19.12,0,1,162.43,15.69
2491,22,19.22,0,1,162.43,15.61
904,30,18.02,0,1,162.45,16.65
1733,29,19.42,0,1,162.47,15.45
929,28,18.97,0,1,162.47,15.81
479,28,19.43,0,1,162.47,15.44
3648,27,18.92,0,1,162.47,15.86
1684,27,18.07,0,1,162.47,16.6
4297,28,20.08,0,1,162.47,14.94
2593,34,20.05,0,1,162.48,14.96
2058,39,19.78,0,1,162.48,15.17
2342,27,19.85,0,1,162.48,15.11
1515,43,19.07,0,1,162.5,15.73
2302,21,19.37,0,1,162.52,15.49
4312,22,19.07,0,1,162.53,15.73
3536,36,19.95,0,1,162.53,15.04
1634,36,19.08,0,1,162.53,15.72
2755,25,17.85,0,1,162.55,16.81
5708,31,19.5,0,1,162.57,15.38
4899,29,19.58,0,1,162.58,15.32
1255,33,19.1,0,1,162.58,15.71
1410,38,19.35,0,1,162.62,15.5
2814,30,18.93,0,1,162.62,15.85
586,40,18.82,0,1,162.65,15.94
958,50,18.35,0,1,162.67,16.35
922,33,18.82,0,1,162.68,15.94
889,43,18.7,0,1,162.7,16.04
550,51,18.73,0,1,162.72,16.02
2604,35,19.77,0,1,162.72,15.17
2276,26,19.48,0,1,162.73,15.4
2776,31,19.87,0,1,162.73,15.1
947,38,18.35,0,1,162.73,16.35
2611,27,20.48,0,1,162.73,14.65
1447,34,19.03,0,1,162.75,15.76
1974,36,19.05,0,1,162.8,15.75
1103,34,18.58,0,1,162.8,16.15
4889,32,20.1,0,1,162.82,14.93
874,36,18.95,0,1,162.82,15.83
524,36,17.87,0,1,162.83,16.79
923,39,19.05,0,1,162.85,15.75
1344,26,18.92,0,1,162.87,15.86
3468,37,19.67,0,1,162.87,15.25
1220,46,18.9,0,1,162.87,15.87
886,39,18.9,1,0,162.88,15.87
839,28,19.4,0,1,162.88,15.46
2655,26,19.65,0,1,162.88,15.27
936,48,18.62,0,1,162.92,16.11
1241,29,19.15,0,1,162.92,15.67
1246,25,18.83,0,1,162.98,15.93
1050,31,19.2,0,1,163.0,15.62
77,51,17.85,0,1,163.05,16.81
1062,38,19.1,0,1,163.05,15.71
1679,37,18.92,0,1,163.07,15.86
3809,24,19.9,0,1,163.07,15.08
1076,36,19.43,0,1,163.07,15.44
1185,38,18.73,0,1,163.07,16.02
2286,40,18.4,0,1,163.07,16.3
2405,48,19.5,0,1,163.08,15.38
690,39,18.8,0,1,163.1,15.96
1251,40,19.0,0,1,163.12,15.79
2576,25,19.2,0,1,163.12,15.62
3038,45,19.58,0,1,163.12,15.32
883,37,18.07,0,1,163.13,16.6
1282,38,19.42,0,1,163.15,15.45
3244,40,19.55,0,1,163.15,15.35
2305,34,19.53,0,1,163.15,15.36
1395,57,18.7,0,1,163.15,16.04
613,33,19.4,0,1,163.17,15.46
5396,34,20.2,0,1,163.17,14.85
556,36,17.83,0,1,163.22,16.83
1909,39,18.75,0,1,163.22,16.0
1452,40,18.32,0,1,163.23,16.38
2183,28,19.5,0,1,163.23,15.38
858,50,18.78,0,1,163.25,15.97
1080,22,18.67,0,1,163.27,16.07
1946,19,19.15,0,1,163.28,15.67
1311,45,19.28,0,1,163.28,15.56
2067,33,20.18,0,1,163.3,14.87
1972,26,19.53,0,1,163.33,15.36
350,38,18.9,0,1,163.33,15.87
1055,38,19.02,0,1,163.33,15.77
1108,30,19.43,0,1,163.33,15.44
1939,37,19.48,0,1,163.33,15.4
1834,41,19.02,0,1,163.37,15.77
859,40,18.32,0,1,163.38,16.38
2180,32,19.1,0,1,163.42,15.71
1554,23,18.3,0,1,163.42,16.39
1558,32,19.4,0,1,163.43,15.46
1831,33,17.92,0,1,163.43,16.74
1301,32,19.7,0,1,163.43,15.23
1178,37,19.5,0,1,163.43,15.38
3081,24,20.0,0,1,163.43,15.0
1897,29,18.18,0,1,163.45,16.5
3547,28,19.48,0,1,163.47,15.4
1114,34,19.23,0,1,163.48,15.6
2074,45,19.63,0,1,163.5,15.28
1745,20,18.95,0,1,163.5,15.83
1929,31,19.52,0,1,163.5,15.37
455,33,18.55,0,1,163.5,16.17
1482,28,19.15,0,1,163.52,15.67
1501,29,19.18,1,0,163.52,15.64
1850,25,18.55,0,1,163.53,16.17
2147,32,20.0,1,0,163.53,15.0
579,20,17.5,0,1,163.53,17.14
2022,34,20.1,0,1,163.57,14.93
1560,40,19.12,0,1,163.57,15.69
4090,32,20.78,0,1,163.6,14.44
1170,30,17.38,0,1,163.62,17.26
504,34,18.92,0,1,163.62,15.86
2256,34,19.38,0,1,163.63,15.48
1355,32,19.58,0,1,163.63,15.32
3515,27,20.0,0,1,163.63,15.0
5537,22,20.08,0,1,163.63,14.94
1118,42,18.63,0,1,163.63,16.1
5340,34,19.53,0,1,163.63,15.36
4681,26,19.83,0,1,163.65,15.13
3184,20,19.25,0,1,163.67,15.58
646,28,17.97,0,1,163.67,16.69
2049,34,19.0,0,1,163.68,15.79
306,25,18.98,0,1,163.68,15.81
1688,44,18.87,0,1,163.68,15.9
540,37,17.6,0,1,163.68,17.05
3966,31,20.13,0,1,163.7,14.9
3082,32,20.22,0,1,163.72,14.84
453,28,18.97,0,1,163.72,15.81
1536,31,19.5,0,1,163.72,15.38
395,25,17.43,0,1,163.73,17.21
3842,23,19.78,0,1,163.77,15.17
1894,26,18.95,0,1,163.78,15.83
4096,23,19.92,0,1,163.78,15.06
1472,37,19.33,0,1,163.78,15.52
1615,28,18.98,0,1,163.78,15.81
1538,28,19.22,0,1,163.82,15.61
774,26,18.17,0,1,163.82,16.51
3783,33,20.03,0,1,163.83,14.98
1711,29,18.93,0,1,163.83,15.85
698,48,19.48,0,1,163.85,15.4
1432,39,19.55,0,1,163.85,15.35
1532,33,19.08,0,1,163.87,15.72
3715,28,19.53,0,1,163.87,15.36
1403,42,19.85,0,1,163.88,15.11
1440,31,17.82,0,1,163.93,16.84
1676,46,19.37,0,1,163.93,15.49
345,36,18.65,0,1,163.95,16.09
2242,30,19.25,0,1,163.95,15.58
1217,41,19.1,0,1,163.95,15.71
278,27,16.72,0,1,163.97,17.94
2571,39,19.78,0,1,163.98,15.17
6736,21,20.68,0,1,164.0,14.51
2010,48,19.12,0,1,164.0,15.69
1138,43,19.3,0,1,164.0,15.54
798,22,19.35,0,1,164.02,15.5
2258,30,19.58,0,1,164.02,15.32
2330,29,19.37,0,1,164.03,15.49
2719,33,19.48,0,1,164.03,15.4
2009,47,18.52,0,1,164.05,16.2
1106,47,19.15,0,1,164.07,15.67
726,26,18.03,0,1,164.07,16.64
4939,27,19.85,0,1,164.07,15.11
1318,24,19.77,0,1,164.07,15.17
5443,41,19.37,0,1,164.08,15.49
1454,32,18.93,0,1,164.08,15.85
518,35,19.13,0,1,164.08,15.68
1880,33,19.75,0,1,164.1,15.19
4567,31,19.15,0,1,164.1,15.67
3231,39,19.82,0,1,164.12,15.14
1035,20,19.07,0,1,164.13,15.73
1308,34,18.58,0,1,164.15,16.15
885,29,18.17,0,1,164.15,16.51
1037,38,18.88,0,1,164.15,15.89
3109,31,19.97,0,1,164.17,15.02
1319,31,19.85,0,1,164.18,15.11
5001,26,19.85,0,1,164.18,15.11
5553,35,18.92,0,1,164.18,15.86
353,28,17.5,0,1,164.2,17.14
1610,39,19.73,0,1,164.23,15.21
1735,38,19.03,0,1,164.23,15.76
2309,27,19.68,0,1,164.23,15.24
1820,37,19.83,0,1,164.27,15.13
1520,27,19.45,0,1,164.27,15.42
287,32,18.25,0,1,164.27,16.44
1157,21,19.17,0,1,164.27,15.65
128,35,18.18,1,0,164.28,16.5
3484,25,19.83,0,1,164.28,15.13
1314,33,18.87,0,1,164.28,15.9
910,39,18.95,0,1,164.3,15.83
1582,34,20.07,0,1,164.3,14.95
1566,32,19.68,0,1,164.3,15.24
727,43,18.53,0,1,164.32,16.19
2815,26,19.72,0,1,164.33,15.21
1511,36,18.62,0,1,164.33,16.11
1107,31,19.63,0,1,164.33,15.28
3191,29,19.72,0,1,164.37,15.21
2057,40,20.52,0,1,164.4,14.62
2400,24,19.4,0,1,164.4,15.46
608,45,18.78,0,1,164.42,15.97
1312,35,18.98,0,1,164.42,15.81
2860,36,20.28,0,1,164.42,14.79
2170,35,18.98,0,1,164.45,15.81
2650,33,19.1,0,1,164.45,15.71
1877,23,19.12,0,1,164.47,15.69
2846,29,19.7,0,1,164.47,15.23
2007,34,19.17,0,1,164.47,15.65
2104,24,19.68,0,1,164.48,15.24
1292,31,19.6,0,1,164.5,15.31
3247,27,20.13,0,1,164.52,14.9
1708,30,19.17,0,1,164.52,15.65
1763,36,18.55,0,1,164.52,16.17
2282,28,19.73,0,1,164.57,15.21
1925,39,18.55,0,1,164.57,16.17
887,27,17.35,0,1,164.58,17.29
795,39,19.33,0,1,164.58,15.52
1507,27,20.18,0,1,164.58,14.87
1426,45,19.3,0,1,164.6,15.54
1808,36,19.22,0,1,164.6,15.61
3722,38,20.13,0,1,164.6,14.9
4958,35,19.77,0,1,164.6,15.17
9030,28,18.92,1,0,164.6,15.86
1446,29,19.48,0,1,164.62,15.4
1825,30,19.32,1,0,164.62,15.53
2163,25,19.43,0,1,164.62,15.44
1692,28,19.15,0,1,164.63,15.67
547,28,19.18,0,1,164.63,15.64
1607,34,19.12,0,1,164.63,15.69
1672,45,18.15,0,1,164.63,16.53
3585,33,19.6,0,1,164.65,15.31
1457,20,19.48,0,1,164.65,15.4
3378,33,19.6,0,1,164.65,15.31
573,28,19.35,0,1,164.67,15.5
3315,33,20.17,0,1,164.67,14.87
1518,31,19.48,0,1,164.68,15.4
1013,24,18.3,0,1,164.68,16.39
2065,25,19.15,0,1,164.7,15.67
2558,39,19.83,0,1,164.7,15.13
2730,27,19.93,0,1,164.72,15.05
2420,28,20.1,0,1,164.72,14.93
2319,26,19.17,0,1,164.72,15.65
1088,39,19.25,0,1,164.72,15.58
1188,37,18.97,0,1,164.72,15.81
2130,50,19.32,0,1,164.73,15.53
3615,34,19.38,0,1,164.73,15.48
631,29,19.58,0,1,164.75,15.32
2157,26,19.5,0,1,164.75,15.38
815,35,18.73,0,1,164.75,16.02
3279,35,19.57,0,1,164.77,15.33
1023,31,19.47,0,1,164.78,15.41
982,35,18.82,0,1,164.8,15.94
4844,29,19.67,0,1,164.8,15.25
2411,33,20.25,0,1,164.8,14.81
1487,46,19.83,0,1,164.8,15.13
595,32,18.57,0,1,164.82,16.16
328,30,18.97,0,1,164.82,15.81
5867,29,20.38,0,1,164.82,14.72
3428,44,20.25,0,1,164.82,14.81
1052,35,19.28,0,1,164.83,15.56
2378,29,19.72,0,1,164.83,15.21
2482,23,20.27,0,1,164.85,14.8
1492,49,19.33,0,1,164.85,15.52
3933,34,19.63,0,1,164.87,15.28
361,32,17.92,0,1,164.9,16.74
2027,37,19.95,0,1,164.92,15.04
3066,32,20.15,0,1,164.92,14.89
1813,45,19.43,0,1,164.93,15.44
1377,48,18.77,0,1,164.95,15.98
1014,37,18.97,0,1,164.95,15.81
1784,26,18.32,0,1,164.98,16.38
2060,27,19.27,0,1,165.0,15.57
163,46,18.0,1,0,165.02,16.67
1392,32,19.65,0,1,165.02,15.27
2376,34,19.6,0,1,165.03,15.31
3570,29,20.07,0,1,165.05,14.95
3281,36,20.23,0,1,165.05,14.83
913,30,19.33,0,1,165.07,15.52
1823,42,19.65,0,1,165.07,15.27
2885,36,19.62,0,1,165.07,15.29
2958,26,19.45,1,0,165.07,15.42
3140,22,19.82,0,1,165.07,15.14
282,26,19.45,0,1,165.07,15.42
1489,38,19.08,0,1,165.08,15.72
386,32,19.43,0,1,165.08,15.44
3277,22,19.95,0,1,165.08,15.04
1189,29,19.77,0,1,165.1,15.17
2034,20,19.63,0,1,165.12,15.28
2763,18,19.9,0,1,165.13,15.08
1797,25,19.12,0,1,165.13,15.69
4208,35,19.52,0,1,165.13,15.37
657,41,18.3,0,1,165.13,16.39
327,27,17.62,0,1,165.15,17.03
865,22,17.67,0,1,165.17,16.98
1304,37,17.32,0,1,165.17,17.32
1627,45,19.32,0,1,165.18,15.53
2253,23,19.68,0,1,165.2,15.24
614,41,19.27,0,1,165.22,15.57
3563,47,19.47,0,1,165.22,15.41
1977,30,18.95,0,1,165.25,15.83
3767,41,19.52,0,1,165.25,15.37
575,34,19.03,0,1,165.27,15.76
2813,36,19.33,0,1,165.28,15.52
4355,41,19.5,0,1,165.28,15.38
1771,29,19.38,0,1,165.28,15.48
3336,36,20.32,0,1,165.3,14.76
3726,24,20.12,0,1,165.3,14.91
3131,42,19.62,0,1,165.32,15.29
1101,28,19.52,0,1,165.33,15.37
4553,27,19.68,0,1,165.33,15.24
3342,42,20.55,0,1,165.35,14.6
1551,36,19.77,0,1,165.37,15.17
3621,39,19.83,0,1,165.37,15.13
2299,37,18.15,0,1,165.37,16.53
2217,28,19.88,0,1,165.37,15.09
5571,22,19.98,0,1,165.38,15.02
1240,42,19.17,0,1,165.38,15.65
4095,37,20.35,0,1,165.4,14.74
801,40,18.92,0,1,165.4,15.86
1622,26,19.18,0,1,165.4,15.64
5278,32,20.15,0,1,165.43,14.89
1421,26,19.37,0,1,165.47,15.49
2963,27,19.57,0,1,165.48,15.33
1781,38,19.48,0,1,165.48,15.4
2346,24,19.88,0,1,165.48,15.09
2674,45,19.98,0,1,165.48,15.02
1444,27,19.37,0,1,165.48,15.49
1330,43,19.63,0,1,165.5,15.28
742,39,18.4,0,1,165.52,16.3
2039,31,19.9,0,1,165.52,15.08
3055,31,19.47,0,1,165.52,15.41
4923,44,20.1,0,1,165.52,14.93
2991,20,19.48,0,1,165.53,15.4
4230,44,18.77,0,1,165.55,15.98
3251,37,19.15,0,1,165.57,15.67
2451,29,19.8,0,1,165.57,15.15
3602,29,19.73,0,1,165.57,15.21
3259,36,19.6,0,1,165.58,15.31
4400,26,20.28,0,1,165.58,14.79
3179,25,20.32,0,1,165.58,14.76
3172,25,20.32,0,1,165.58,14.76
1264,32,18.73,0,1,165.58,16.02
1405,31,18.9,0,1,165.6,15.87
1449,37,19.78,0,1,165.62,15.17
2106,34,19.03,0,1,165.62,15.76
2097,40,20.25,0,1,165.62,14.81
897,43,18.5,0,1,165.62,16.22
2675,41,18.53,0,1,165.62,16.19
5518,26,19.93,1,0,165.63,15.05
2619,30,20.02,0,1,165.63,14.99
5299,37,20.35,0,1,165.67,14.74
2583,36,19.82,0,1,165.67,15.14
2185,42,19.18,0,1,165.67,15.64
3156,27,19.67,0,1,165.68,15.25
1369,40,20.22,0,1,165.72,14.84
3396,27,19.72,0,1,165.73,15.21
2288,37,19.6,0,1,165.73,15.31
1205,34,19.6,0,1,165.73,15.31
606,32,18.18,0,1,165.73,16.5
3339,33,19.68,0,1,165.75,15.24
1218,30,18.6,0,1,165.75,16.13
1635,34,19.38,0,1,165.77,15.48
2419,27,20.18,0,1,165.77,14.87
3330,39,19.9,0,1,165.77,15.08
2641,44,20.12,0,1,165.78,14.91
4569,29,19.08,0,1,165.78,15.72
3155,34,19.93,0,1,165.78,15.05
2383,30,19.72,0,1,165.78,15.21
3138,31,19.38,0,1,165.8,15.48
2689,41,20.08,0,1,165.83,14.94
2137,38,19.87,0,1,165.83,15.1
2663,37,18.88,0,1,165.85,15.89
596,31,19.37,0,1,165.87,15.49
1777,38,19.92,0,1,165.87,15.06
3132,22,20.25,0,1,165.87,14.81
1521,45,18.5,0,1,165.87,16.22
2158,39,19.73,0,1,165.88,15.21
2570,37,19.38,0,1,165.88,15.48
685,31,18.92,0,1,165.9,15.86
3567,39,20.97,0,1,165.9,14.31
855,40,19.23,0,1,165.92,15.6
1121,39,19.47,0,1,165.92,15.41
8368,46,19.35,0,1,165.92,15.5
1586,39,19.6,0,1,165.95,15.31
5400,26,19.77,0,1,165.95,15.17
1653,38,19.22,0,1,165.97,15.61
1603,30,19.47,0,1,165.97,15.41
379,23,19.88,0,1,165.98,15.09
3771,39,19.92,0,1,165.98,15.06
342,34,17.05,0,1,166.0,17.6
1999,45,19.77,1,0,166.0,15.17
829,34,18.38,0,1,166.0,16.32
1402,48,19.35,0,1,166.03,15.5
2564,34,19.72,0,1,166.05,15.21
983,28,18.92,0,1,166.05,15.86
4418,36,19.28,0,1,166.07,15.56
1448,31,19.88,0,1,166.07,15.09
1192,37,19.7,0,1,166.07,15.23
639,33,18.83,0,1,166.08,15.93
3815,43,19.25,0,1,166.08,15.58
3285,23,18.82,0,1,166.1,15.94
3349,33,19.57,0,1,166.1,15.33
2315,36,20.2,0,1,166.12,14.85
5483,36,19.87,0,1,166.12,15.1
1374,32,19.43,0,1,166.12,15.44
1824,26,19.78,0,1,166.13,15.17
1371,24,19.58,0,1,166.13,15.32
1975,26,20.63,0,1,166.15,14.54
1438,29,19.63,0,1,166.17,15.28
1901,26,19.52,0,1,166.17,15.37
1644,29,20.12,0,1,166.18,14.91
1422,41,19.4,0,1,166.18,15.46
2851,35,19.25,0,1,166.18,15.58
2234,40,19.82,0,1,166.18,15.14
3112,29,19.8,0,1,166.2,15.15
2073,30,20.18,0,1,166.22,14.87
3934,25,19.9,0,1,166.22,15.08
4083,53,20.53,0,1,166.23,14.61
1778,33,19.32,0,1,166.23,15.53
2381,33,20.0,0,1,166.23,15.0
6402,33,19.33,0,1,166.25,15.52
4303,33,20.2,1,0,166.25,14.85
966,44,19.98,0,1,166.27,15.02
1761,24,20.18,0,1,166.27,14.87
1368,49,19.6,0,1,166.28,15.31
1799,42,19.67,0,1,166.3,15.25
4292,39,20.98,0,1,166.3,14.3
1383,47,19.65,0,1,166.3,15.27
1206,26,20.65,0,1,166.32,14.53
2162,29,20.05,0,1,166.32,14.96
1169,41,19.35,0,1,166.33,15.5
3144,40,19.4,0,1,166.35,15.46
2079,38,19.03,0,1,166.35,15.76
1742,38,20.25,0,1,166.37,14.81
164,43,18.8,1,0,166.37,15.96
2579,29,19.75,0,1,166.38,15.19
3340,29,20.53,0,1,166.38,14.61
2665,44,19.95,0,1,166.4,15.04
3305,37,19.18,0,1,166.4,15.64
2175,33,19.77,0,1,166.4,15.17
5511,39,19.9,0,1,166.42,15.08
1870,30,19.47,0,1,166.43,15.41
1199,37,19.32,0,1,166.45,15.53
1158,50,20.3,0,1,166.45,14.78
1859,29,19.87,0,1,166.45,15.1
1893,36,19.47,0,1,166.45,15.41
426,33,19.72,0,1,166.47,15.21
1498,23,19.93,0,1,166.48,15.05
3488,36,20.12,0,1,166.52,14.91
3044,29,19.62,0,1,166.53,15.29
2197,28,19.22,0,1,166.53,15.61
2179,25,19.97,0,1,166.53,15.02
2277,31,19.58,0,1,166.55,15.32
4698,30,19.55,0,1,166.58,15.35
3526,25,19.57,0,1,166.58,15.33
1966,32,19.1,0,1,166.58,15.71
1911,62,19.43,0,1,166.6,15.44
3123,24,19.87,0,1,166.63,15.1
3853,29,19.95,0,1,166.65,15.04
5800,24,19.83,1,0,166.65,15.13
513,39,19.35,0,1,166.65,15.5
2530,45,19.0,0,1,166.67,15.79
1145,58,18.97,0,1,166.67,15.81
5183,29,20.58,1,0,166.68,14.58
907,38,18.93,0,1,166.7,15.85
2402,38,19.15,0,1,166.7,15.67
2005,41,19.85,0,1,166.72,15.11
2839,27,19.8,0,1,166.72,15.15
733,40,18.37,0,1,166.72,16.33
2165,22,19.92,0,1,166.72,15.06
681,39,19.13,0,1,166.73,15.68
1888,31,20.73,0,1,166.73,14.47
2853,31,20.03,0,1,166.75,14.98
5341,28,19.97,0,1,166.77,15.02
5980,24,20.75,0,1,166.77,14.46
1273,29,19.35,0,1,166.78,15.5
1940,39,19.67,0,1,166.78,15.25
5044,29,20.13,0,1,166.78,14.9
2146,24,18.87,0,1,166.8,15.9
2001,41,20.13,0,1,166.82,14.9
4945,35,20.05,0,1,166.82,14.96
5348,36,19.73,0,1,166.83,15.21
2928,52,19.28,0,1,166.83,15.56
2150,35,19.68,0,1,166.83,15.24
5808,36,19.77,0,1,166.85,15.17
5957,34,19.78,0,1,166.85,15.17
1167,39,19.53,1,0,166.85,15.36
2392,30,19.13,0,1,166.87,15.68
2426,42,19.52,0,1,166.87,15.37
3177,35,19.68,0,1,166.87,15.24
10700,28,19.38,1,0,166.88,15.48
2898,41,20.38,0,1,166.9,14.72
1961,33,19.9,0,1,166.9,15.08
3035,31,19.83,0,1,166.9,15.13
1367,32,19.48,0,1,166.92,15.4
2107,27,19.33,0,1,166.92,15.52
2489,33,19.77,0,1,166.93,15.17
2470,39,19.9,0,1,166.93,15.08
1387,32,19.28,0,1,166.93,15.56
867,33,17.9,0,1,166.95,16.76
1673,42,19.6,0,1,166.95,15.31
3154,33,20.13,0,1,166.97,14.9
1608,34,19.13,0,1,166.97,15.68
4028,38,19.83,0,1,166.98,15.13
1843,41,19.27,0,1,167.0,15.57
3463,28,19.87,0,1,167.02,15.1
1327,28,19.78,0,1,167.03,15.17
1605,38,19.98,0,1,167.03,15.02
2105,21,20.1,0,1,167.03,14.93
1671,30,19.32,0,1,167.03,15.53
1747,25,19.6,0,1,167.03,15.31
2986,40,19.63,0,1,167.03,15.28
4543,24,20.15,0,1,167.05,14.89
2569,36,19.77,0,1,167.05,15.17
2907,25,19.68,0,1,167.05,15.24
3512,37,19.13,0,1,167.07,15.68
4244,40,20.68,0,1,167.08,14.51
2784,38,19.82,0,1,167.08,15.14
5573,31,20.4,0,1,167.1,14.71
2918,40,19.95,0,1,167.1,15.04
4392,29,20.75,0,1,167.1,14.46
2746,38,20.55,0,1,167.1,14.6
4516,20,20.18,0,1,167.1,14.87
1353,33,19.85,0,1,167.1,15.11
2849,30,19.02,0,1,167.12,15.77
834,36,20.15,0,1,167.12,14.89
3398,26,20.08,0,1,167.12,14.94
1474,23,19.53,0,1,167.12,15.36
3432,51,19.78,0,1,167.12,15.17
5060,42,19.03,0,1,167.12,15.76
1254,34,18.77,0,1,167.12,15.98
3900,41,19.38,0,1,167.12,15.48
1944,36,19.78,0,1,167.13,15.17
1572,27,20.08,0,1,167.13,14.94
2736,37,20.15,0,1,167.15,14.89
491,32,18.38,0,1,167.17,16.32
2040,35,19.67,1,0,167.17,15.25
1664,39,20.67,0,1,167.17,14.51
3229,31,20.1,0,1,167.17,14.93
731,37,19.65,0,1,167.17,15.27
2621,24,20.35,0,1,167.17,14.74
587,35,19.7,0,1,167.18,15.23
3268,25,19.83,0,1,167.18,15.13
961,33,19.78,0,1,167.2,15.17
1036,39,19.82,0,1,167.2,15.14
1191,27,20.12,0,1,167.2,14.91
1183,51,19.08,0,1,167.22,15.72
1766,35,19.07,0,1,167.25,15.73
1794,34,19.12,0,1,167.25,15.69
819,27,18.33,0,1,167.25,16.37
2413,28,19.17,0,1,167.27,15.65
4639,34,20.37,0,1,167.28,14.73
3182,44,19.87,0,1,167.3,15.1
2657,30,20.0,0,1,167.32,15.0
2271,26,19.57,0,1,167.32,15.33
1856,25,20.37,0,1,167.32,14.73
2823,33,20.05,0,1,167.32,14.96
3909,36,20.13,0,1,167.33,14.9
4463,26,20.55,0,1,167.35,14.6
3122,38,20.03,0,1,167.35,14.98
3954,30,19.95,0,1,167.35,15.04
3793,34,20.17,0,1,167.37,14.87
3094,31,20.62,0,1,167.38,14.55
30067,33,21.18,0,1,167.38,14.16
1957,28,19.53,0,1,167.38,15.36
1592,24,19.98,0,1,167.38,15.02
4822,31,19.68,0,1,167.38,15.24
3418,27,20.38,0,1,167.4,14.72
5916,29,20.05,0,1,167.43,14.96
1161,41,19.28,0,1,167.43,15.56
2952,38,19.72,0,1,167.43,15.21
1736,30,19.17,0,1,167.43,15.65
4035,35,19.6,0,1,167.43,15.31
5655,31,19.7,0,1,167.43,15.23
5052,26,19.78,0,1,167.43,15.17
4194,31,19.43,0,1,167.43,15.44
2771,46,19.67,0,1,167.43,15.25
3028,38,19.7,1,0,167.45,15.23
1686,52,19.45,0,1,167.45,15.42
2574,40,19.55,0,1,167.47,15.35
4951,25,19.45,0,1,167.47,15.42
2442,41,19.37,0,1,167.48,15.49
1740,38,19.75,0,1,167.48,15.19
4744,29,20.0,0,1,167.5,15.0
1930,40,18.95,0,1,167.5,15.83
4397,42,20.95,0,1,167.52,14.32
2676,26,20.0,0,1,167.52,15.0
1071,40,19.72,0,1,167.53,15.21
2645,26,19.5,0,1,167.53,15.38
2568,36,19.63,0,1,167.53,15.28
2151,36,19.98,0,1,167.53,15.02
806,41,19.25,0,1,167.55,15.58
